"Model","Simulation","Sample_Size","N_False_Covariates","Covariate","True_Effect","Estimate","SE","p_value","Significant","RMSE_data","RMSE_latent"
"Covariate_Only",45,100,3,"false_1",0,0.344173398696499,0.142282203287446,0.0174699981627458,TRUE,0.268282117998155,0.204771941050838
"Covariate_Only",45,100,3,"false_2",0,0.243796391601908,0.208095866436366,0.244304476197219,FALSE,0.268282117998155,0.204771941050838
"Covariate_Only",45,100,3,"false_3",0,0.387653859088876,0.135477365689947,0.00518761243022422,TRUE,0.268282117998155,0.204771941050838
"VAST_GMRF",45,100,3,"real",1,1.07676769001255,0.198745545020988,6.03299357138098e-08,TRUE,0.303728821828494,0.248617579612037
"VAST_GMRF",45,100,3,"false_1",0,0.0673167670742729,0.192940471003147,0.727165020451959,FALSE,0.303728821828494,0.248617579612037
"VAST_GMRF",45,100,3,"false_2",0,0.168126110788213,0.204839896503452,0.411778210549924,FALSE,0.303728821828494,0.248617579612037
"VAST_GMRF",45,100,3,"false_3",0,0.0425282083273466,0.208362695574287,0.838270170721545,FALSE,0.303728821828494,0.248617579612037
"VAST_RSR",45,100,3,"real",1,0.574518945107058,0.0663637765734774,0,TRUE,0.268282117998155,0.204771941050838
"VAST_RSR",45,100,3,"false_1",0,0.344173398696499,0.0719744419375449,1.73660289892741e-06,TRUE,0.268282117998155,0.204771941050838
"VAST_RSR",45,100,3,"false_2",0,0.243796391601908,0.105266741097681,0.0205589848899341,TRUE,0.268282117998155,0.204771941050838
"VAST_RSR",45,100,3,"false_3",0,0.387653859088876,0.0685321675192454,1.54469272928281e-08,TRUE,0.268282117998155,0.204771941050838
"VAST_Selected",45,100,3,"real",1,0.56758960192624,0.0616637442019096,0,TRUE,0.284117160466375,0.216491164991412
"Covariate_Only",46,100,3,"real",1,1.21619243813748,0.151862674407117,2.88885501871754e-12,TRUE,0.296716153740663,0.23097965110585
"Covariate_Only",46,100,3,"false_1",0,-0.147642831157858,0.155793580004968,0.345695614548579,FALSE,0.296716153740663,0.23097965110585
"Covariate_Only",46,100,3,"false_2",0,-0.322614056564822,0.162702533296586,0.0502726183362742,FALSE,0.296716153740663,0.23097965110585
"Covariate_Only",46,100,3,"false_3",0,-0.36669111193227,0.194886821377019,0.0629576761078635,FALSE,0.296716153740663,0.23097965110585
"VAST_GMRF",46,100,3,"real",1,1.06710001580739,0.158566506414771,1.70050640235786e-11,TRUE,0.305427220378858,0.237601674208656
"VAST_GMRF",46,100,3,"false_1",0,-0.195860591575261,0.160157474651221,0.221357997035216,FALSE,0.305427220378858,0.237601674208656
"VAST_GMRF",46,100,3,"false_2",0,-0.0753026816269862,0.191579138793394,0.694272910109665,FALSE,0.305427220378858,0.237601674208656
"VAST_GMRF",46,100,3,"false_3",0,-0.16037025247361,0.185395579028628,0.387029680523869,FALSE,0.305427220378858,0.237601674208656
"VAST_RSR",46,100,3,"real",1,1.21619243813748,0.122160225291056,0,TRUE,0.296716153740663,0.23097965110585
"VAST_RSR",46,100,3,"false_1",0,-0.147642831157858,0.125322294675822,0.238754719746902,FALSE,0.296716153740663,0.23097965110585
"VAST_RSR",46,100,3,"false_2",0,-0.322614056564821,0.13087994268857,0.013702786691042,TRUE,0.296716153740663,0.23097965110585
"VAST_RSR",46,100,3,"false_3",0,-0.36669111193227,0.156769384568133,0.0193329505905218,TRUE,0.296716153740663,0.23097965110585
"VAST_Selected",46,100,3,"real",1,1.17291239889231,0.108684573165124,0,TRUE,0.311685687557725,0.240012763009668
"Covariate_Only",47,100,3,"real",1,1.01828049413753,0.141698395854023,1.49707312522785e-10,TRUE,0.27363555605671,0.252199170200291
"Covariate_Only",47,100,3,"false_1",0,0.0864265717164638,0.170056509746229,0.612475309454258,FALSE,0.27363555605671,0.252199170200291
"Covariate_Only",47,100,3,"false_2",0,-0.0264254282872504,0.13543178221551,0.845715827170491,FALSE,0.27363555605671,0.252199170200291
"Covariate_Only",47,100,3,"false_3",0,-0.0212772027423663,0.13372076608122,0.873914743864995,FALSE,0.27363555605671,0.252199170200291
"VAST_GMRF",47,100,3,"real",1,0.880797353461519,0.155827533755515,1.582358433172e-08,TRUE,0.276343192616883,0.251071016421085
"VAST_GMRF",47,100,3,"false_1",0,0.176941839949426,0.172447731306533,0.304862973154914,FALSE,0.276343192616883,0.251071016421085
"VAST_GMRF",47,100,3,"false_2",0,0.00944140290373637,0.165072304713159,0.954389415002515,FALSE,0.276343192616883,0.251071016421085
"VAST_GMRF",47,100,3,"false_3",0,-0.0839671160623931,0.156708610765071,0.592085127332802,FALSE,0.276343192616883,0.251071016421085
"VAST_RSR",47,100,3,"real",1,1.01828049413753,0.086971209176132,0,TRUE,0.27363555605671,0.252199170200291
"VAST_RSR",47,100,3,"false_1",0,0.0864265717164636,0.104376765818428,0.40765634077912,FALSE,0.27363555605671,0.252199170200291
"VAST_RSR",47,100,3,"false_2",0,-0.0264254282872503,0.0831249061725141,0.750560604474876,FALSE,0.27363555605671,0.252199170200291
"VAST_RSR",47,100,3,"false_3",0,-0.0212772027423662,0.0820747239088257,0.795448647782562,FALSE,0.27363555605671,0.252199170200291
"VAST_Selected",47,100,3,"real",1,1.04418619093949,0.0850602336938012,0,TRUE,0.274157592105691,0.253310267417602
"Covariate_Only",48,100,3,"real",1,1.08982803616555,0.155130746739131,3.20472810190967e-10,TRUE,0.264691770324771,0.171215417387329
"Covariate_Only",48,100,3,"false_1",0,-0.200900837478422,0.198432195809912,0.3138990665488,FALSE,0.264691770324771,0.171215417387329
"Covariate_Only",48,100,3,"false_2",0,-0.125352362697729,0.144300207112161,0.387205213858821,FALSE,0.264691770324771,0.171215417387329
"Covariate_Only",48,100,3,"false_3",0,0.253778931065406,0.117697749807033,0.0335939553728759,TRUE,0.264691770324771,0.171215417387329
"VAST_GMRF",48,100,3,"real",1,1.10666296524493,0.186200452447617,2.79177436723899e-09,TRUE,0.265742068792112,0.169912431231024
"VAST_GMRF",48,100,3,"false_1",0,-0.131138049493547,0.219701518769799,0.550579578290766,FALSE,0.265742068792112,0.169912431231024
"VAST_GMRF",48,100,3,"false_2",0,-0.11695981266911,0.174737363195288,0.503274579596403,FALSE,0.265742068792112,0.169912431231024
"VAST_GMRF",48,100,3,"false_3",0,0.176600133883417,0.156883789384471,0.26030317885027,FALSE,0.265742068792112,0.169912431231024
"VAST_RSR",48,100,3,"real",1,1.08982803616555,0.0334874618200352,0,TRUE,0.264691770324771,0.171215417387329
"VAST_RSR",48,100,3,"false_1",0,-0.200900837478422,0.0428347746705847,2.73026050301439e-06,TRUE,0.264691770324771,0.171215417387329
"VAST_RSR",48,100,3,"false_2",0,-0.125352362697729,0.0311495159912924,5.71655722032549e-05,TRUE,0.264691770324771,0.171215417387329
"VAST_RSR",48,100,3,"false_3",0,0.253778931065405,0.025406948563169,0,TRUE,0.264691770324771,0.171215417387329
"VAST_Selected",48,100,3,"real",1,1.00872422675946,7.07979693686791e-07,0,TRUE,0.273817217449783,0.177071720278956
"Covariate_Only",49,100,3,"real",1,1.03179701162012,0.160265228235679,4.91786313171737e-09,TRUE,0.259964101107822,0.150558791112996
"Covariate_Only",49,100,3,"false_1",0,0.372067200000816,0.142098765160919,0.0102828536626964,TRUE,0.259964101107822,0.150558791112996
"Covariate_Only",49,100,3,"false_2",0,0.0613148237832532,0.1105116228362,0.580317025893464,FALSE,0.259964101107822,0.150558791112996
"Covariate_Only",49,100,3,"false_3",0,0.102194127769914,0.112839856438783,0.367409023161484,FALSE,0.259964101107822,0.150558791112996
"VAST_GMRF",49,100,3,"real",1,0.905581648992549,0.206633380329069,1.17296857894411e-05,TRUE,0.262444043584412,0.153458143012931
"VAST_GMRF",49,100,3,"false_1",0,0.307697903482795,0.196495673438669,0.117365680594227,FALSE,0.262444043584412,0.153458143012931
"VAST_GMRF",49,100,3,"false_2",0,0.155131609879757,0.172441671665453,0.368323642379283,FALSE,0.262444043584412,0.153458143012931
"VAST_GMRF",49,100,3,"false_3",0,0.0599999395956672,0.171700399525262,0.726754846185182,FALSE,0.262444043584412,0.153458143012931
"VAST_RSR",49,100,3,"real",1,1.03179701162012,0.120868996328515,0,TRUE,0.259964101107822,0.150558791112996
"VAST_RSR",49,100,3,"false_1",0,0.372067200000816,0.107168194333859,0.000516969422733937,TRUE,0.259964101107822,0.150558791112996
"VAST_RSR",49,100,3,"false_2",0,0.061314823783253,0.0833457705198786,0.461932713912655,FALSE,0.259964101107822,0.150558791112996
"VAST_RSR",49,100,3,"false_3",0,0.102194127769914,0.0851016801570505,0.229810417562711,FALSE,0.259964101107822,0.150558791112996
"VAST_Selected",49,100,3,"real",1,1.0268926542383,0.124287058909798,1.11022302462516e-16,TRUE,0.271843170637734,0.158448926709669
"Covariate_Only",50,100,3,"real",1,0.435635377329139,0.135401411156914,0.00176975926645084,TRUE,0.30559568602773,0.225368153350406
"Covariate_Only",50,100,3,"false_1",0,0.210087898953322,0.187863969104516,0.266259635049465,FALSE,0.30559568602773,0.225368153350406
"Covariate_Only",50,100,3,"false_2",0,-0.0716773346569692,0.171263395613551,0.676510848994022,FALSE,0.30559568602773,0.225368153350406
"Covariate_Only",50,100,3,"false_3",0,-0.198224780199732,0.182334202240793,0.279720788211589,FALSE,0.30559568602773,0.225368153350406
"VAST_GMRF",50,100,3,"real",1,0.607509209002151,0.216823339145269,0.00508085048640261,TRUE,0.320091227785476,0.238022314008654
"VAST_GMRF",50,100,3,"false_1",0,0.104975018637908,0.225882621547759,0.642122957688043,FALSE,0.320091227785476,0.238022314008654
"VAST_GMRF",50,100,3,"false_2",0,-0.209106163848475,0.222782410501355,0.347930173941538,FALSE,0.320091227785476,0.238022314008654
"VAST_GMRF",50,100,3,"false_3",0,0.0616204486722326,0.270107631264333,0.819542890956175,FALSE,0.320091227785476,0.238022314008654
"VAST_RSR",50,100,3,"real",1,0.435635377329139,0.0832531901148126,1.67090741132192e-07,TRUE,0.30559568602773,0.225368153350406
"VAST_RSR",50,100,3,"false_1",0,0.210087898953322,0.115510426382901,0.0689452047852871,FALSE,0.30559568602773,0.225368153350406
"VAST_RSR",50,100,3,"false_2",0,-0.0716773346569688,0.105303363627428,0.496077353198905,FALSE,0.30559568602773,0.225368153350406
"VAST_RSR",50,100,3,"false_3",0,-0.198224780199732,0.112110382557193,0.0770405902414816,FALSE,0.30559568602773,0.225368153350406
"VAST_Selected",50,100,3,"real",1,0.471228933506088,0.068404516908148,5.62427882044858e-12,TRUE,0.312289998889762,0.237394867685908
"Covariate_Only",1,100,5,"real",1,1.50682071184723,0.26198482403306,1.12041545247129e-07,TRUE,0.315456543834412,0.275359036376149
"Covariate_Only",1,100,5,"false_1",0,0.00759809884349219,0.21072507987485,0.971314248631411,FALSE,0.315456543834412,0.275359036376149
"Covariate_Only",1,100,5,"false_2",0,0.36605149727762,0.243385193220824,0.135969722013186,FALSE,0.315456543834412,0.275359036376149
"Covariate_Only",1,100,5,"false_3",0,-0.772329888700539,0.177608558622983,3.50443261474992e-05,TRUE,0.315456543834412,0.275359036376149
"Covariate_Only",1,100,5,"false_4",0,0.236271222793893,0.239410357720056,0.326258167126462,FALSE,0.315456543834412,0.275359036376149
"Covariate_Only",1,100,5,"false_5",0,-0.290281368329,0.174664065651512,0.0998919083786843,FALSE,0.315456543834412,0.275359036376149
"VAST_GMRF",1,100,5,"real",1,1.12612998179571,0.231749851127708,1.17832506085769e-06,TRUE,0.363731540064177,0.320668450419647
"VAST_GMRF",1,100,5,"false_1",0,0.0680921703528449,0.183520137413227,0.71061237157414,FALSE,0.363731540064177,0.320668450419647
"VAST_GMRF",1,100,5,"false_2",0,0.0698770740082575,0.210767574048063,0.740239525505653,FALSE,0.363731540064177,0.320668450419647
"VAST_GMRF",1,100,5,"false_3",0,-0.285881790790264,0.187779095515195,0.12789968921295,FALSE,0.363731540064177,0.320668450419647
"VAST_GMRF",1,100,5,"false_4",0,-0.197664914494748,0.2068984522391,0.339389788380098,FALSE,0.363731540064177,0.320668450419647
"VAST_GMRF",1,100,5,"false_5",0,0.111391402451971,0.184245127149264,0.545456354840113,FALSE,0.363731540064177,0.320668450419647
"VAST_RSR",1,100,5,"real",1,1.50682071184723,0.168276313865525,0,TRUE,0.315456543834412,0.275359036376149
"VAST_RSR",1,100,5,"false_1",0,0.00759809884349308,0.135351502940045,0.955233424828945,FALSE,0.315456543834412,0.275359036376149
"VAST_RSR",1,100,5,"false_2",0,0.366051497277618,0.156329525253267,0.0192044796250181,TRUE,0.315456543834412,0.275359036376149
"VAST_RSR",1,100,5,"false_3",0,-0.77232988870054,0.114080323798729,1.28734800597385e-11,TRUE,0.315456543834412,0.275359036376149
"VAST_RSR",1,100,5,"false_4",0,0.236271222793894,0.153776435894905,0.124425792026251,FALSE,0.315456543834412,0.275359036376149
"VAST_RSR",1,100,5,"false_5",0,-0.290281368329,0.112189037059999,0.00966946196718244,TRUE,0.315456543834412,0.275359036376149
"VAST_Selected",1,100,5,"real",1,1.52976864620673,0.143881805100506,0,TRUE,0.375464942619817,0.322847631141876
"Covariate_Only",2,100,5,"real",1,1.01281961670811,0.14936313931466,1.08382051020567e-09,TRUE,0.26941677351633,0.166830209158262
"Covariate_Only",2,100,5,"false_1",0,-0.179106697752855,0.165590682972306,0.282216769647582,FALSE,0.26941677351633,0.166830209158262
"Covariate_Only",2,100,5,"false_2",0,-0.11431191313009,0.157474179159543,0.469717499437606,FALSE,0.26941677351633,0.166830209158262
"Covariate_Only",2,100,5,"false_3",0,0.250968728391457,0.17162589618887,0.14702987707405,FALSE,0.26941677351633,0.166830209158262
"Covariate_Only",2,100,5,"false_4",0,-0.151659098533127,0.139054288579822,0.278246110517414,FALSE,0.26941677351633,0.166830209158262
"Covariate_Only",2,100,5,"false_5",0,0.14161859497665,0.131119073603385,0.282901309734796,FALSE,0.26941677351633,0.166830209158262
"VAST_GMRF",2,100,5,"real",1,0.896248842710973,0.178467692840265,5.11599304253707e-07,TRUE,0.272943792707405,0.169454904171019
"VAST_GMRF",2,100,5,"false_1",0,-0.104524911104201,0.233266165695663,0.654086156720671,FALSE,0.272943792707405,0.169454904171019
"VAST_GMRF",2,100,5,"false_2",0,-0.0389598720494887,0.19532308224261,0.84190000647723,FALSE,0.272943792707405,0.169454904171019
"VAST_GMRF",2,100,5,"false_3",0,0.149559873969396,0.218440988864234,0.493552524591002,FALSE,0.272943792707405,0.169454904171019
"VAST_GMRF",2,100,5,"false_4",0,-0.070898837873596,0.169694264901959,0.676090877585999,FALSE,0.272943792707405,0.169454904171019
"VAST_GMRF",2,100,5,"false_5",0,0.0486173853630044,0.180402766759359,0.787549890880415,FALSE,0.272943792707405,0.169454904171019
"VAST_RSR",2,100,5,"real",1,1.01281961670811,0.126761700804094,1.33226762955019e-15,TRUE,0.26941677351633,0.166830209158262
"VAST_RSR",2,100,5,"false_1",0,-0.179106697752855,0.14053371338601,0.20249514382353,FALSE,0.26941677351633,0.166830209158262
"VAST_RSR",2,100,5,"false_2",0,-0.11431191313009,0.133645388511415,0.392364330395761,FALSE,0.26941677351633,0.166830209158262
"VAST_RSR",2,100,5,"false_3",0,0.250968728391457,0.145655685885766,0.0848835818182709,FALSE,0.26941677351633,0.166830209158262
"VAST_RSR",2,100,5,"false_4",0,-0.151659098533127,0.118012772129459,0.198754721167911,FALSE,0.26941677351633,0.166830209158262
"VAST_RSR",2,100,5,"false_5",0,0.14161859497665,0.111278303697189,0.203141432416128,FALSE,0.26941677351633,0.166830209158262
"VAST_Selected",2,100,5,"real",1,0.825863305798657,0.0923885043523889,0,TRUE,0.281754743450805,0.178792686541203
"Covariate_Only",3,100,5,"real",1,0.790346103500881,0.132949115325513,4.79656737024301e-08,TRUE,0.25633935505771,0.196912579046233
"Covariate_Only",3,100,5,"false_1",0,0.117539864482458,0.176071584076653,0.506062185599619,FALSE,0.25633935505771,0.196912579046233
"Covariate_Only",3,100,5,"false_2",0,-0.0740745072250973,0.157616893113984,0.639479814107119,FALSE,0.25633935505771,0.196912579046233
"Covariate_Only",3,100,5,"false_3",0,0.0150931984159354,0.163137630677411,0.926485347751776,FALSE,0.25633935505771,0.196912579046233
"Covariate_Only",3,100,5,"false_4",0,-0.155209126124147,0.181288050135501,0.394117314046957,FALSE,0.25633935505771,0.196912579046233
"Covariate_Only",3,100,5,"false_5",0,-0.295324460651348,0.111653511312444,0.00959022357977887,TRUE,0.25633935505771,0.196912579046233
"VAST_GMRF",3,100,5,"real",1,0.976450420450328,0.210814868105996,3.62515912932793e-06,TRUE,0.283123657728153,0.231579016378558
"VAST_GMRF",3,100,5,"false_1",0,-0.253309095871487,0.28161921020004,0.368400355098422,FALSE,0.283123657728153,0.231579016378558
"VAST_GMRF",3,100,5,"false_2",0,-0.0339213953826294,0.2016717202232,0.866425113819117,FALSE,0.283123657728153,0.231579016378558
"VAST_GMRF",3,100,5,"false_3",0,-0.148576779114227,0.206160112469107,0.471102512136973,FALSE,0.283123657728153,0.231579016378558
"VAST_GMRF",3,100,5,"false_4",0,0.00811416225728997,0.212260855617858,0.969506443836869,FALSE,0.283123657728153,0.231579016378558
"VAST_GMRF",3,100,5,"false_5",0,-0.0115315649272212,0.24206254377009,0.962004122962623,FALSE,0.283123657728153,0.231579016378558
"VAST_RSR",3,100,5,"real",1,0.79034610350088,0.0840369931436406,0,TRUE,0.25633935505771,0.196912579046233
"VAST_RSR",3,100,5,"false_1",0,0.117539864482458,0.111294659371081,0.290916066855088,FALSE,0.25633935505771,0.196912579046233
"VAST_RSR",3,100,5,"false_2",0,-0.0740745072250969,0.0996294690153526,0.457179039671521,FALSE,0.25633935505771,0.196912579046233
"VAST_RSR",3,100,5,"false_3",0,0.0150931984159355,0.103119121305476,0.883631967889226,FALSE,0.25633935505771,0.196912579046233
"VAST_RSR",3,100,5,"false_4",0,-0.155209126124147,0.114591981969642,0.175592810042865,FALSE,0.25633935505771,0.196912579046233
"VAST_RSR",3,100,5,"false_5",0,-0.295324460651348,0.0705760646970369,2.85813735674267e-05,TRUE,0.25633935505771,0.196912579046233
"VAST_Selected",3,100,5,"real",1,0.740042343099145,0.0763650989269603,0,TRUE,0.273000226075864,0.21611762504712
"Covariate_Only",4,100,5,"real",1,1.00117083555868,0.138950314423362,1.49351613853935e-10,TRUE,0.252199131872046,0.159393770661505
"Covariate_Only",4,100,5,"false_1",0,0.0721857676645783,0.129377889545825,0.578222504158428,FALSE,0.252199131872046,0.159393770661505
"Covariate_Only",4,100,5,"false_2",0,0.148226548977463,0.194706406915793,0.448414547574191,FALSE,0.252199131872046,0.159393770661505
"Covariate_Only",4,100,5,"false_3",0,0.185480639122827,0.16698936798406,0.269546697776655,FALSE,0.252199131872046,0.159393770661505
"Covariate_Only",4,100,5,"false_4",0,-0.166878523084456,0.124405652243233,0.183055139195513,FALSE,0.252199131872046,0.159393770661505
"Covariate_Only",4,100,5,"false_5",0,0.0403238159016612,0.157676723507235,0.798718492629884,FALSE,0.252199131872046,0.159393770661505
"VAST_GMRF",4,100,5,"real",1,1.04512480618101,0.171337994296905,1.06211694994585e-09,TRUE,0.261900119098581,0.183196349221201
"VAST_GMRF",4,100,5,"false_1",0,-0.0108335471171764,0.16687201857067,0.948236667441818,FALSE,0.261900119098581,0.183196349221201
"VAST_GMRF",4,100,5,"false_2",0,0.0966728430078802,0.22152015325944,0.662541796787347,FALSE,0.261900119098581,0.183196349221201
"VAST_GMRF",4,100,5,"false_3",0,0.294705783704928,0.200876170793266,0.14234837545583,FALSE,0.261900119098581,0.183196349221201
"VAST_GMRF",4,100,5,"false_4",0,0.0908782691012091,0.195296528300102,0.641691724134812,FALSE,0.261900119098581,0.183196349221201
"VAST_GMRF",4,100,5,"false_5",0,0.0850262115253772,0.190757803418801,0.655793291959405,FALSE,0.261900119098581,0.183196349221201
"VAST_RSR",4,100,5,"real",1,1.00117083555868,0.111194763897583,0,TRUE,0.252199131872046,0.159393770661505
"VAST_RSR",4,100,5,"false_1",0,0.0721857676645783,0.103534446404943,0.485668261418153,FALSE,0.252199131872046,0.159393770661505
"VAST_RSR",4,100,5,"false_2",0,0.148226548977463,0.155813486541548,0.341448266194545,FALSE,0.252199131872046,0.159393770661505
"VAST_RSR",4,100,5,"false_3",0,0.185480639122826,0.133632971062009,0.165141430952023,FALSE,0.252199131872046,0.159393770661505
"VAST_RSR",4,100,5,"false_4",0,-0.166878523084456,0.0995554215628695,0.0936916970655981,FALSE,0.252199131872046,0.159393770661505
"VAST_RSR",4,100,5,"false_5",0,0.0403238159016613,0.12618054241397,0.749292516877136,FALSE,0.252199131872046,0.159393770661505
"VAST_Selected",4,100,5,"real",1,1.08495004323218,0.0966395615617587,0,TRUE,0.260972300823692,0.171648858524705
"Covariate_Only",5,100,5,"real",1,1.48400455886187,0.112359486928795,4.73367452657595e-23,TRUE,0.256311492319758,0.21423488914443
"Covariate_Only",5,100,5,"false_1",0,0.0807747025255365,0.120699053915548,0.505010591741848,FALSE,0.256311492319758,0.21423488914443
"Covariate_Only",5,100,5,"false_2",0,0.459569577873478,0.156086367435009,0.00408781657303276,TRUE,0.256311492319758,0.21423488914443
"Covariate_Only",5,100,5,"false_3",0,0.32911882211357,0.119906357656664,0.00726720110873665,TRUE,0.256311492319758,0.21423488914443
"Covariate_Only",5,100,5,"false_4",0,0.313188459265623,0.152141216353173,0.0423356413515257,TRUE,0.256311492319758,0.21423488914443
"Covariate_Only",5,100,5,"false_5",0,-0.472400353765181,0.124562571939741,0.000265030233396277,TRUE,0.256311492319758,0.21423488914443
"VAST_GMRF",5,100,5,"real",1,1.20383028376041,0.162477903448545,1.2712053631958e-13,TRUE,0.278144389390795,0.243300545705072
"VAST_GMRF",5,100,5,"false_1",0,0.16213458713494,0.130793124256346,0.215113675326011,FALSE,0.278144389390795,0.243300545705072
"VAST_GMRF",5,100,5,"false_2",0,0.274801303768624,0.169279596586898,0.104513003028136,FALSE,0.278144389390795,0.243300545705072
"VAST_GMRF",5,100,5,"false_3",0,0.34602088574381,0.142768141681081,0.0153651457239893,TRUE,0.278144389390795,0.243300545705072
"VAST_GMRF",5,100,5,"false_4",0,0.324587982905672,0.164880532544918,0.0489961385202042,TRUE,0.278144389390795,0.243300545705072
"VAST_GMRF",5,100,5,"false_5",0,-0.26034536228181,0.150291731758504,0.0832260879798822,FALSE,0.278144389390795,0.243300545705072
"VAST_RSR",5,100,5,"real",1,1.48400455886187,0.101775788830978,0,TRUE,0.256311492319758,0.21423488914443
"VAST_RSR",5,100,5,"false_1",0,0.0807747025255366,0.109329810585487,0.46001823938017,FALSE,0.256311492319758,0.21423488914443
"VAST_RSR",5,100,5,"false_2",0,0.459569577873477,0.141383817296417,0.00115198028135621,TRUE,0.256311492319758,0.21423488914443
"VAST_RSR",5,100,5,"false_3",0,0.32911882211357,0.108611782324086,0.00244366518662142,TRUE,0.256311492319758,0.21423488914443
"VAST_RSR",5,100,5,"false_4",0,0.313188459265623,0.137810279588242,0.0230499376813391,TRUE,0.256311492319758,0.21423488914443
"VAST_RSR",5,100,5,"false_5",0,-0.472400353765181,0.112829404659142,2.82846428861783e-05,TRUE,0.256311492319758,0.21423488914443
"VAST_Selected",5,100,5,"real",1,1.61415697140657,0.0979824207223492,0,TRUE,0.282911385467908,0.243098580561638
"VAST_Selected",5,100,5,"false_1",0,0.398351205422899,0.0940441442108482,2.27749987909975e-05,TRUE,0.282911385467908,0.243098580561638
"VAST_Selected",5,100,5,"false_2",0,0.236970371295642,0.119918649500182,0.0481442758349225,TRUE,0.282911385467908,0.243098580561638
"Covariate_Only",6,100,5,"real",1,0.820937693927678,0.14263738194346,1.10170572757881e-07,TRUE,0.243826973940437,0.151164890994253
"Covariate_Only",6,100,5,"false_1",0,0.361127044639089,0.16622977013719,0.0323635199382044,TRUE,0.243826973940437,0.151164890994253
"Covariate_Only",6,100,5,"false_2",0,0.198901534106301,0.138485225110809,0.154282227374709,FALSE,0.243826973940437,0.151164890994253
"Covariate_Only",6,100,5,"false_3",0,-0.0126941748485265,0.115065925723878,0.912392615716941,FALSE,0.243826973940437,0.151164890994253
"Covariate_Only",6,100,5,"false_4",0,-0.124296797444359,0.141048595957687,0.380463080427995,FALSE,0.243826973940437,0.151164890994253
"Covariate_Only",6,100,5,"false_5",0,-0.139096613135443,0.15597601889742,0.374811305704441,FALSE,0.243826973940437,0.151164890994253
"VAST_GMRF",6,100,5,"real",1,0.802014863072772,0.182778146338367,1.14442789851399e-05,TRUE,0.251420402510064,0.160043052746173
"VAST_GMRF",6,100,5,"false_1",0,0.0966052877963519,0.207061026342957,0.640818528521102,FALSE,0.251420402510064,0.160043052746173
"VAST_GMRF",6,100,5,"false_2",0,-0.00663969638282553,0.21673304436648,0.975560336489693,FALSE,0.251420402510064,0.160043052746173
"VAST_GMRF",6,100,5,"false_3",0,0.0345495212723772,0.157592547834469,0.826468381207238,FALSE,0.251420402510064,0.160043052746173
"VAST_GMRF",6,100,5,"false_4",0,-0.023727485905996,0.177649031410464,0.893747483437674,FALSE,0.251420402510064,0.160043052746173
"VAST_GMRF",6,100,5,"false_5",0,-0.115201378177921,0.181896032920314,0.52651398963031,FALSE,0.251420402510064,0.160043052746173
"VAST_RSR",6,100,5,"real",1,0.820937693927678,0.0865984802466563,0,TRUE,0.243826973940437,0.151164890994253
"VAST_RSR",6,100,5,"false_1",0,0.361127044639089,0.100921969188539,0.000345863071896213,TRUE,0.243826973940437,0.151164890994253
"VAST_RSR",6,100,5,"false_2",0,0.198901534106301,0.0840776090237402,0.0179965206620034,TRUE,0.243826973940437,0.151164890994253
"VAST_RSR",6,100,5,"false_3",0,-0.0126941748485265,0.0698592063321264,0.855809660938694,FALSE,0.243826973940437,0.151164890994253
"VAST_RSR",6,100,5,"false_4",0,-0.124296797444359,0.0856338912312772,0.146643267696775,FALSE,0.243826973940437,0.151164890994253
"VAST_RSR",6,100,5,"false_5",0,-0.139096613135443,0.0946966777390409,0.141869473705034,FALSE,0.243826973940437,0.151164890994253
"VAST_Selected",6,100,5,"real",1,0.780865995104947,0.0865126719123125,0,TRUE,0.256023805122803,0.163204879488182
"Covariate_Only",7,100,5,"real",1,1.08985285441964,0.200409590779487,4.32488838248717e-07,TRUE,0.303097115276603,0.228680250967555
"Covariate_Only",7,100,5,"false_1",0,0.685176375053493,0.24818137496844,0.00694677043563617,TRUE,0.303097115276603,0.228680250967555
"Covariate_Only",7,100,5,"false_2",0,0.210988312978984,0.205870065521902,0.308086921870452,FALSE,0.303097115276603,0.228680250967555
"Covariate_Only",7,100,5,"false_3",0,0.198193480094479,0.193837009677916,0.309208549585722,FALSE,0.303097115276603,0.228680250967555
"Covariate_Only",7,100,5,"false_4",0,-0.342018861721614,0.218106791735817,0.12024817894623,FALSE,0.303097115276603,0.228680250967555
"Covariate_Only",7,100,5,"false_5",0,0.677691550769405,0.16974539596013,0.00013054354284029,TRUE,0.303097115276603,0.228680250967555
"VAST_GMRF",7,100,5,"real",1,1.17007577355534,0.201192522131583,6.03799132914418e-09,TRUE,0.368506940568791,0.309575824600482
"VAST_GMRF",7,100,5,"false_1",0,0.389173677121832,0.229379319747481,0.0897651153062013,FALSE,0.368506940568791,0.309575824600482
"VAST_GMRF",7,100,5,"false_2",0,0.0764397128266241,0.218850129650199,0.726880005177004,FALSE,0.368506940568791,0.309575824600482
"VAST_GMRF",7,100,5,"false_3",0,-0.0973915779749928,0.191153622749852,0.610406171152976,FALSE,0.368506940568791,0.309575824600482
"VAST_GMRF",7,100,5,"false_4",0,-0.0597810758253681,0.192304637264349,0.755902087730437,FALSE,0.368506940568791,0.309575824600482
"VAST_GMRF",7,100,5,"false_5",0,0.0843657797660279,0.239263766855047,0.724384026878249,FALSE,0.368506940568791,0.309575824600482
