"Model","Simulation","Sample_Size","Covariate","True_Effect","Estimate","SE","p_value","Significant","RMSE_data","RMSE_latent","RMSE_cv_with_gmrf","RMSE_with_gmrf"
"VAST_Selected",14,200,"real",1,0.888760817090964,0.0868009349915792,0,TRUE,0.300929800574577,0.1878136822352,NA,0.0853108143387491
"Covariate_Only",15,200,"real",1,0.830671029380141,0.144905979011106,3.71633699218459e-08,TRUE,0.249399385903826,0.171739671529682,NA,NA
"Covariate_Only",15,200,"false_1",0,-0.998045925618475,0.0952002241103842,1.11217030837384e-20,TRUE,0.249399385903826,0.171739671529682,NA,NA
"Covariate_Only",15,200,"false_2",0,0.308457811514175,0.130171793570341,0.0187826886505808,TRUE,0.249399385903826,0.171739671529682,NA,NA
"Covariate_Only",15,200,"false_3",0,0.155669381197064,0.131432892924546,0.237695580262167,FALSE,0.249399385903826,0.171739671529682,NA,NA
"VAST_Normal",15,200,"real",1,1.25992083436537,0.167794631383419,5.97299987248334e-14,TRUE,0.345945620274082,0.315007341760301,NA,0.087484988932046
"VAST_Normal",15,200,"false_1",0,-0.155316166897279,0.172989946062419,0.369274327619997,FALSE,0.345945620274082,0.315007341760301,NA,0.087484988932046
"VAST_Normal",15,200,"false_2",0,0.420693963967433,0.184312098795558,0.0224593260477655,TRUE,0.345945620274082,0.315007341760301,NA,0.087484988932046
"VAST_Normal",15,200,"false_3",0,-0.256277987295099,0.173551308540964,0.139764153923538,FALSE,0.345945620274082,0.315007341760301,NA,0.087484988932046
"VAST_RSR",15,200,"real",1,0.830671029366306,0.109848961065627,3.97459842815806e-14,TRUE,0.249399385903826,0.171739671528532,NA,0.087484988932046
"VAST_RSR",15,200,"false_1",0,-0.998045925645638,0.0721684901003216,0,TRUE,0.249399385903826,0.171739671528532,NA,0.087484988932046
"VAST_RSR",15,200,"false_2",0,0.308457811510557,0.0986794084090561,0.00177287175990903,TRUE,0.249399385903826,0.171739671528532,NA,0.087484988932046
"VAST_RSR",15,200,"false_3",0,0.155669381210343,0.0996354107410878,0.118196113496822,FALSE,0.249399385903826,0.171739671528532,NA,0.087484988932046
"VAST_Selected",15,200,"real",1,0.304621155387965,0.103429792386108,0.00322748679276186,TRUE,0.31213425590107,0.257781018136986,NA,0.0885370303715366
"VAST_Selected",15,200,"false_1",0,-0.0862255397815884,0.0746293972571908,0.247933604525188,FALSE,0.31213425590107,0.257781018136986,NA,0.0885370303715366
"Covariate_Only",16,200,"real",1,0.513687911277025,0.118222353282618,2.23808698380843e-05,TRUE,0.251291268682482,0.143887112957068,NA,NA
"Covariate_Only",16,200,"false_1",0,-0.071618693729706,0.0940002421264992,0.447040781537948,FALSE,0.251291268682482,0.143887112957068,NA,NA
"Covariate_Only",16,200,"false_2",0,0.165465555501185,0.0741090215621754,0.0267038615976452,TRUE,0.251291268682482,0.143887112957068,NA,NA
"Covariate_Only",16,200,"false_3",0,-0.30049652709728,0.12025495342007,0.013286490621745,TRUE,0.251291268682482,0.143887112957068,NA,NA
"VAST_Normal",16,200,"real",1,0.739000222757213,0.207483123516315,0.00036840997894827,TRUE,0.257682379160668,0.156412788358167,NA,0.0812849288350872
"VAST_Normal",16,200,"false_1",0,0.0877588440079354,0.180038554052216,0.625943203023147,FALSE,0.257682379160668,0.156412788358167,NA,0.0812849288350872
"VAST_Normal",16,200,"false_2",0,0.241256255389464,0.136635224776232,0.0774468819890247,FALSE,0.257682379160668,0.156412788358167,NA,0.0812849288350872
"VAST_Normal",16,200,"false_3",0,-0.2639936533706,0.18558111939668,0.154874100109836,FALSE,0.257682379160668,0.156412788358167,NA,0.0812849288350872
"VAST_RSR",16,200,"real",1,0.513687911277025,0.097519858849843,1.38278294037342e-07,TRUE,0.251291268682482,0.143887112957068,NA,0.0812849288350872
"VAST_RSR",16,200,"false_1",0,-0.0716186937297058,0.0775394000330316,0.355672421868787,FALSE,0.251291268682482,0.143887112957068,NA,0.0812849288350872
"VAST_RSR",16,200,"false_2",0,0.165465555501185,0.0611314283768866,0.00679518915713884,TRUE,0.251291268682482,0.143887112957068,NA,0.0812849288350872
"VAST_RSR",16,200,"false_3",0,-0.300496527097281,0.0991965204370869,0.00245116988399474,TRUE,0.251291268682482,0.143887112957068,NA,0.0812849288350872
"VAST_Selected",16,200,"real",1,0.224751049427115,0.0759222214397776,0.00307359348934788,TRUE,0.266649644434483,0.167363637147854,NA,0.0762106276117815
"Covariate_Only",17,200,"real",1,0.289180131773617,0.114006898643001,0.011979667190393,TRUE,0.234745231125964,0.152153005018634,NA,NA
"Covariate_Only",17,200,"false_1",0,-0.446822135903391,0.111719446177369,9.00505808521901e-05,TRUE,0.234745231125964,0.152153005018634,NA,NA
"Covariate_Only",17,200,"false_2",0,-0.0422893917986076,0.121591601705577,0.728366559792481,FALSE,0.234745231125964,0.152153005018634,NA,NA
"Covariate_Only",17,200,"false_3",0,0.167570919737247,0.127598958662723,0.190637731252661,FALSE,0.234745231125964,0.152153005018634,NA,NA
"VAST_Normal",17,200,"real",1,0.639425252425434,0.154798485771933,3.61668962276518e-05,TRUE,0.284690821769192,0.216983877753934,NA,0.0808519368554116
"VAST_Normal",17,200,"false_1",0,0.043187489870415,0.177743126735546,0.808023222947057,FALSE,0.284690821769192,0.216983877753934,NA,0.0808519368554116
"VAST_Normal",17,200,"false_2",0,0.0852168587433617,0.183296787841411,0.641994544992367,FALSE,0.284690821769192,0.216983877753934,NA,0.0808519368554116
"VAST_Normal",17,200,"false_3",0,-0.225063437035829,0.180422252505461,0.212241280633172,FALSE,0.284690821769192,0.216983877753934,NA,0.0808519368554116
"VAST_RSR",17,200,"real",1,0.289180131773616,0.0955821073031224,0.00248252753950595,TRUE,0.234745231125964,0.152153005018634,NA,0.0808519368554116
"VAST_RSR",17,200,"false_1",0,-0.446822135903391,0.0936643327682187,1.83803901421253e-06,TRUE,0.234745231125964,0.152153005018634,NA,0.0808519368554116
"VAST_RSR",17,200,"false_2",0,-0.0422893917986078,0.101941037425935,0.678257801281946,FALSE,0.234745231125964,0.152153005018634,NA,0.0808519368554116
"VAST_RSR",17,200,"false_3",0,0.167570919737247,0.106977538235277,0.117252151453476,FALSE,0.234745231125964,0.152153005018634,NA,0.0808519368554116
"VAST_Selected",17,200,"real",1,0.0334356599203386,0.0809251809029678,0.679483850283945,FALSE,0.24840185153193,0.175552615183177,NA,0.0826022470172864
"Covariate_Only",18,200,"real",1,1.58148516373375,0.0926871178755203,1.53455470274477e-40,TRUE,0.243943331736851,0.131831080691878,NA,NA
"Covariate_Only",18,200,"false_1",0,-0.0883553062471408,0.138649298169116,0.524704598820695,FALSE,0.243943331736851,0.131831080691878,NA,NA
"Covariate_Only",18,200,"false_2",0,0.293388966313636,0.101344309993282,0.00422422631362261,TRUE,0.243943331736851,0.131831080691878,NA,NA
"Covariate_Only",18,200,"false_3",0,-0.0189859952969746,0.0985914871036225,0.847494300691191,FALSE,0.243943331736851,0.131831080691878,NA,NA
"VAST_Normal",18,200,"real",1,1.45354654518213,0.17972892307462,5.55111512312578e-16,TRUE,0.245730953051218,0.131715729177102,NA,0.0808763844250914
"VAST_Normal",18,200,"false_1",0,-0.171180447058647,0.199934814396805,0.391897510685315,FALSE,0.245730953051218,0.131715729177102,NA,0.0808763844250914
"VAST_Normal",18,200,"false_2",0,0.294862665506328,0.169695422910342,0.0822814251469931,FALSE,0.245730953051218,0.131715729177102,NA,0.0808763844250914
"VAST_Normal",18,200,"false_3",0,-0.0328867475655651,0.176208733121538,0.851946686422906,FALSE,0.245730953051218,0.131715729177102,NA,0.0808763844250914
"VAST_RSR",18,200,"real",1,1.58148516373375,0.0788310106502667,0,TRUE,0.243943331736851,0.131831080691878,NA,0.0808763844250914
"VAST_RSR",18,200,"false_1",0,-0.0883553062471408,0.117922150900198,0.453695629190525,FALSE,0.243943331736851,0.131831080691878,NA,0.0808763844250914
"VAST_RSR",18,200,"false_2",0,0.293388966313636,0.0861940101660483,0.00066450327791423,TRUE,0.243943331736851,0.131831080691878,NA,0.0808763844250914
"VAST_RSR",18,200,"false_3",0,-0.0189859952969746,0.083852715976445,0.820874186550231,FALSE,0.243943331736851,0.131831080691878,NA,0.0808763844250914
"VAST_Selected",18,200,"real",1,1.59898091323757,0.0704229318236473,0,TRUE,0.249147096169378,0.138668925241456,NA,0.0806286420473551
"Covariate_Only",19,200,"real",1,1.22744900350907,0.0874947878515738,2.27751429263711e-31,TRUE,0.244633681406737,0.148974705405084,NA,NA
"Covariate_Only",19,200,"false_1",0,-0.283111414163592,0.0683015843573844,5.06365540378376e-05,TRUE,0.244633681406737,0.148974705405084,NA,NA
"Covariate_Only",19,200,"false_2",0,0.241142935748835,0.121671957506067,0.0488939869678276,TRUE,0.244633681406737,0.148974705405084,NA,NA
"Covariate_Only",19,200,"false_3",0,0.104297751272143,0.117623537524755,0.376328301169616,FALSE,0.244633681406737,0.148974705405084,NA,NA
"VAST_Normal",19,200,"real",1,1.34032582269601,0.181511359022403,1.53321799700734e-13,TRUE,0.256338195682233,0.180697386561526,NA,0.0856802641508018
"VAST_Normal",19,200,"false_1",0,-0.240005266508901,0.171157288631517,0.160840677854572,FALSE,0.256338195682233,0.180697386561526,NA,0.0856802641508018
"VAST_Normal",19,200,"false_2",0,-0.093516140406946,0.185211804874878,0.61361883417834,FALSE,0.256338195682233,0.180697386561526,NA,0.0856802641508018
"VAST_Normal",19,200,"false_3",0,0.185666989047195,0.190059703301689,0.328624744951248,FALSE,0.256338195682233,0.180697386561526,NA,0.0856802641508018
"VAST_RSR",19,200,"real",1,1.22744900350907,0.069774833980019,0,TRUE,0.244633681406737,0.148974705405084,NA,0.0856802641508018
"VAST_RSR",19,200,"false_1",0,-0.283111414163592,0.0544687498093412,2.01785478326499e-07,TRUE,0.244633681406737,0.148974705405084,NA,0.0856802641508018
"VAST_RSR",19,200,"false_2",0,0.241142935748835,0.0970302442405095,0.0129466025518087,TRUE,0.244633681406737,0.148974705405084,NA,0.0856802641508018
"VAST_RSR",19,200,"false_3",0,0.104297751272143,0.09380173384562,0.266182966781786,FALSE,0.244633681406737,0.148974705405084,NA,0.0856802641508018
"VAST_Selected",19,200,"real",1,1.20084527848073,0.0655953323196163,0,TRUE,0.258448836207681,0.169421507711984,NA,0.0824845641204522
"Covariate_Only",20,200,"real",1,1.43423597566887,0.0728181499525487,2.9779223434051e-48,TRUE,0.245202045493979,0.146511834114166,NA,NA
"Covariate_Only",20,200,"false_1",0,-0.058331297178386,0.0975896949773505,0.550720386307528,FALSE,0.245202045493979,0.146511834114166,NA,NA
"Covariate_Only",20,200,"false_2",0,-0.302082321490266,0.158274981966569,0.057783459727895,FALSE,0.245202045493979,0.146511834114166,NA,NA
"Covariate_Only",20,200,"false_3",0,0.0145334158259928,0.0655703197854575,0.824821211653661,FALSE,0.245202045493979,0.146511834114166,NA,NA
"VAST_Normal",20,200,"real",1,1.38149001376007,0.150204572015542,0,TRUE,0.25013502175886,0.154790747784321,NA,0.0777340208515342
"VAST_Normal",20,200,"false_1",0,-0.032938068941612,0.15843734266514,0.835312246550193,FALSE,0.25013502175886,0.154790747784321,NA,0.0777340208515342
"VAST_Normal",20,200,"false_2",0,0.0315862893763405,0.199935928181187,0.874470936904933,FALSE,0.25013502175886,0.154790747784321,NA,0.0777340208515342
"VAST_Normal",20,200,"false_3",0,0.0588433571508877,0.183267636609988,0.748150657771928,FALSE,0.25013502175886,0.154790747784321,NA,0.0777340208515342
"VAST_RSR",20,200,"real",1,1.43423597566887,0.0598585116719934,0,TRUE,0.245202045493979,0.146511834114166,NA,0.0777340208515342
"VAST_RSR",20,200,"false_1",0,-0.0583312971783853,0.0802213994680536,0.467147002218092,FALSE,0.245202045493979,0.146511834114166,NA,0.0777340208515342
"VAST_RSR",20,200,"false_2",0,-0.302082321490268,0.130106365811328,0.0202431436025717,TRUE,0.245202045493979,0.146511834114166,NA,0.0777340208515342
"VAST_RSR",20,200,"false_3",0,0.0145334158259927,0.0539005969634193,0.787442093745207,FALSE,0.245202045493979,0.146511834114166,NA,0.0777340208515342
"VAST_Selected",20,200,"real",1,1.40743692657365,0.0553543821503354,0,TRUE,0.248674867700206,0.153601740749806,NA,0.0778783601017589
"Covariate_Only",21,200,"real",1,0.848894940394592,0.102254476423166,1.68568732711391e-14,TRUE,0.222626496160137,0.115076769720924,NA,NA
"Covariate_Only",21,200,"false_1",0,0.053257231358241,0.0949908505480143,0.575675386271571,FALSE,0.222626496160137,0.115076769720924,NA,NA
"Covariate_Only",21,200,"false_2",0,0.259531854142446,0.0555747059214523,5.59935703899271e-06,TRUE,0.222626496160137,0.115076769720924,NA,NA
"Covariate_Only",21,200,"false_3",0,-0.139242196253593,0.106236685500698,0.191507771367708,FALSE,0.222626496160137,0.115076769720924,NA,NA
"VAST_Normal",21,200,"real",1,0.968552193094506,0.137574369475407,1.9195756095769e-12,TRUE,0.241789887862484,0.158045241453489,NA,0.0982661933406405
"VAST_Normal",21,200,"false_1",0,0.119285169531311,0.13295163218583,0.369608332319252,FALSE,0.241789887862484,0.158045241453489,NA,0.0982661933406405
"VAST_Normal",21,200,"false_2",0,0.0201345109849688,0.147568251177959,0.891471853319474,FALSE,0.241789887862484,0.158045241453489,NA,0.0982661933406405
"VAST_Normal",21,200,"false_3",0,-0.0943039118402648,0.139901854151468,0.500265588889142,FALSE,0.241789887862484,0.158045241453489,NA,0.0982661933406405
"VAST_RSR",21,200,"real",1,0.84889494039459,0.0982115533372483,0,TRUE,0.222626496160137,0.115076769720924,NA,0.0982661933406405
"VAST_RSR",21,200,"false_1",0,0.0532572313582403,0.0912351156788409,0.559397869953247,FALSE,0.222626496160137,0.115076769720924,NA,0.0982661933406405
"VAST_RSR",21,200,"false_2",0,0.259531854142445,0.0533774010266219,1.16085438739422e-06,TRUE,0.222626496160137,0.115076769720924,NA,0.0982661933406405
"VAST_RSR",21,200,"false_3",0,-0.139242196253593,0.102036314393181,0.172368198021785,FALSE,0.222626496160137,0.115076769720924,NA,0.0982661933406405
"VAST_Selected",21,200,"real",1,0.677793143022835,0.0854679129417955,2.22044604925031e-15,TRUE,0.238153854939594,0.150732352403859,NA,0.100928626439687
"Covariate_Only",22,200,"real",1,1.2965101507417,0.114201579079458,2.93933319322544e-23,TRUE,0.22576612312181,0.132655641938545,NA,NA
"Covariate_Only",22,200,"false_1",0,0.0824567576587222,0.0690964081190303,0.234179025175704,FALSE,0.22576612312181,0.132655641938545,NA,NA
"Covariate_Only",22,200,"false_2",0,0.349113249475854,0.127891315733741,0.00691814237602632,TRUE,0.22576612312181,0.132655641938545,NA,NA
"Covariate_Only",22,200,"false_3",0,-0.471433748953501,0.0984491006114008,3.31563668586782e-06,TRUE,0.22576612312181,0.132655641938545,NA,NA
"VAST_Normal",22,200,"real",1,0.996175579813943,0.164627053574914,1.43855682921412e-09,TRUE,0.261084535839442,0.187014801770718,NA,0.0691935033370596
"VAST_Normal",22,200,"false_1",0,0.148962217679094,0.168875832455908,0.377732831578109,FALSE,0.261084535839442,0.187014801770718,NA,0.0691935033370596
"VAST_Normal",22,200,"false_2",0,-0.165380815661514,0.189442802462378,0.382670992583725,FALSE,0.261084535839442,0.187014801770718,NA,0.0691935033370596
"VAST_Normal",22,200,"false_3",0,-0.193001291179881,0.157799073126342,0.221298522510018,FALSE,0.261084535839442,0.187014801770718,NA,0.0691935033370596
"VAST_RSR",22,200,"real",1,1.2965101507417,0.0957939579962922,0,TRUE,0.22576612312181,0.132655641938545,NA,0.0691935033370596
"VAST_RSR",22,200,"false_1",0,0.0824567576587221,0.0579590796414802,0.154831271633294,FALSE,0.22576612312181,0.132655641938545,NA,0.0691935033370596
"VAST_RSR",22,200,"false_2",0,0.349113249475854,0.107277109705851,0.00113667128071215,TRUE,0.22576612312181,0.132655641938545,NA,0.0691935033370596
"VAST_RSR",22,200,"false_3",0,-0.471433748953501,0.082580548226743,1.13792366640553e-08,TRUE,0.22576612312181,0.132655641938545,NA,0.0691935033370596
"VAST_Selected",22,200,"real",1,1.61497379795361,0.0834101538032187,0,TRUE,0.248292307147586,0.167452716744863,NA,0.0680787651340553
"Covariate_Only",23,200,"real",1,1.33968541068625,0.117413013347047,1.98188092913738e-23,TRUE,0.25438694326756,0.167167808849502,NA,NA
"Covariate_Only",23,200,"false_1",0,0.0453367429207488,0.0941730127037441,0.630758038669483,FALSE,0.25438694326756,0.167167808849502,NA,NA
"Covariate_Only",23,200,"false_2",0,-0.142317453928589,0.0868220519914101,0.10278694904766,FALSE,0.25438694326756,0.167167808849502,NA,NA
"Covariate_Only",23,200,"false_3",0,-0.362322998981913,0.110188318689983,0.00119606343703199,TRUE,0.25438694326756,0.167167808849502,NA,NA
"VAST_Normal",23,200,"real",1,1.15064572684525,0.211324806481555,5.18299669849398e-08,TRUE,0.265879656982201,0.183853402634172,NA,0.100067092171204
"VAST_Normal",23,200,"false_1",0,-0.131124551856877,0.172758879975094,0.447850610948716,FALSE,0.265879656982201,0.183853402634172,NA,0.100067092171204
"VAST_Normal",23,200,"false_2",0,0.100298055465109,0.201323887736093,0.618348352359167,FALSE,0.265879656982201,0.183853402634172,NA,0.100067092171204
"VAST_Normal",23,200,"false_3",0,-0.167174331232648,0.215453090911368,0.437796308050296,FALSE,0.265879656982201,0.183853402634172,NA,0.100067092171204
"VAST_RSR",23,200,"real",1,1.33968541068625,0.0742442824563264,0,TRUE,0.25438694326756,0.167167808849502,NA,0.100067092171204
"VAST_RSR",23,200,"false_1",0,0.0453367429207486,0.0595488315615726,0.446455664343171,FALSE,0.25438694326756,0.167167808849502,NA,0.100067092171204
"VAST_RSR",23,200,"false_2",0,-0.142317453928589,0.054900566536309,0.00953430814096867,TRUE,0.25438694326756,0.167167808849502,NA,0.100067092171204
"VAST_RSR",23,200,"false_3",0,-0.362322998981913,0.0696758597961025,1.99157334290767e-07,TRUE,0.25438694326756,0.167167808849502,NA,0.100067092171204
"VAST_Selected",23,200,"real",1,1.50671944337731,0.0616393677210331,0,TRUE,0.265470895798372,0.182225653559915,NA,0.0952377589766016
"Covariate_Only",24,200,"real",1,1.32041384738522,0.116461594596984,3.26050534231692e-23,TRUE,0.242265979341071,0.124260414794511,NA,NA
"Covariate_Only",24,200,"false_1",0,0.003859620953953,0.0837731686577611,0.963299787347455,FALSE,0.242265979341071,0.124260414794511,NA,NA
"Covariate_Only",24,200,"false_2",0,-0.608552581771316,0.106365550389459,3.93129777778735e-08,TRUE,0.242265979341071,0.124260414794511,NA,NA
"Covariate_Only",24,200,"false_3",0,0.187786902471865,0.0947978794762478,0.0490060337016907,TRUE,0.242265979341071,0.124260414794511,NA,NA
"VAST_Normal",24,200,"real",1,1.07730377349724,0.22072280718396,1.05656604343363e-06,TRUE,0.250237843765491,0.138981985299402,NA,0.0787520970001458
"VAST_Normal",24,200,"false_1",0,-0.00526504849618074,0.164157238438474,0.974413673010497,FALSE,0.250237843765491,0.138981985299402,NA,0.0787520970001458
"VAST_Normal",24,200,"false_2",0,-0.359842136778971,0.217738385950438,0.0984051149464982,FALSE,0.250237843765491,0.138981985299402,NA,0.0787520970001458
"VAST_Normal",24,200,"false_3",0,0.083153577848374,0.183071444779265,0.649674946517185,FALSE,0.250237843765491,0.138981985299402,NA,0.0787520970001458
"VAST_RSR",24,200,"real",1,1.32041384738522,0.0945403298764761,0,TRUE,0.242265979341071,0.124260414794511,NA,0.0787520970001458
"VAST_RSR",24,200,"false_1",0,0.0038596209539525,0.0680047618024584,0.95474023560518,FALSE,0.242265979341071,0.124260414794511,NA,0.0787520970001458
"VAST_RSR",24,200,"false_2",0,-0.608552581771315,0.0863446379564926,1.81576975677444e-12,TRUE,0.242265979341071,0.124260414794511,NA,0.0787520970001458
"VAST_RSR",24,200,"false_3",0,0.187786902471865,0.076954319819239,0.0146775636138152,TRUE,0.242265979341071,0.124260414794511,NA,0.0787520970001458
"VAST_Selected",24,200,"real",1,1.25949786841776,0.0938547163484545,0,TRUE,0.273125340539784,0.184053328816448,NA,0.0796207785047782
"Covariate_Only",25,200,"real",1,1.22918436289978,0.106013924686331,5.5442594399602e-24,TRUE,0.265637153826731,0.174817750736581,NA,NA
"Covariate_Only",25,200,"false_1",0,0.340728435729506,0.0838885647946301,7.05464827515817e-05,TRUE,0.265637153826731,0.174817750736581,NA,NA
"Covariate_Only",25,200,"false_2",0,0.561366266598169,0.105762942601409,3.00304957806194e-07,TRUE,0.265637153826731,0.174817750736581,NA,NA
"Covariate_Only",25,200,"false_3",0,0.180540453150294,0.112713408193862,0.110826152161385,FALSE,0.265637153826731,0.174817750736581,NA,NA
"VAST_Normal",25,200,"real",1,1.12690256444666,0.189335572242339,2.65080057904044e-09,TRUE,0.283555842457122,0.208035311990787,NA,0.0986368532290961
"VAST_Normal",25,200,"false_1",0,0.299686239646556,0.206102205470194,0.145927968272334,FALSE,0.283555842457122,0.208035311990787,NA,0.0986368532290961
"VAST_Normal",25,200,"false_2",0,0.272770764329658,0.223693662645869,0.222694594108008,FALSE,0.283555842457122,0.208035311990787,NA,0.0986368532290961
"VAST_Normal",25,200,"false_3",0,-0.0993839081595767,0.231019387389378,0.667052152790704,FALSE,0.283555842457122,0.208035311990787,NA,0.0986368532290961
"VAST_RSR",25,200,"real",1,1.22918436289978,0.079638283204827,0,TRUE,0.265637153826731,0.174817750736581,NA,0.0986368532290961
"VAST_RSR",25,200,"false_1",0,0.340728435729506,0.0630175828366688,6.41324915395813e-08,TRUE,0.265637153826731,0.174817750736581,NA,0.0986368532290961
"VAST_RSR",25,200,"false_2",0,0.561366266598169,0.0794497439877621,1.59838808855284e-12,TRUE,0.265637153826731,0.174817750736581,NA,0.0986368532290961
"VAST_RSR",25,200,"false_3",0,0.180540453150294,0.0846709745845442,0.0329855551893469,TRUE,0.265637153826731,0.174817750736581,NA,0.0986368532290961
"VAST_Selected",25,200,"real",1,0.878066389398146,0.070807711283852,0,TRUE,0.329481717451906,0.278112828803091,NA,0.0948330871472145
"Covariate_Only",26,200,"real",1,1.05033616778994,0.0966390144561997,8.12862425539435e-22,TRUE,0.226401971918885,0.122947226468426,NA,NA
"Covariate_Only",26,200,"false_1",0,-0.13684758418982,0.110616740991808,0.217525569176401,FALSE,0.226401971918885,0.122947226468426,NA,NA
"Covariate_Only",26,200,"false_2",0,0.197843424344421,0.080545904167963,0.0149132452107324,TRUE,0.226401971918885,0.122947226468426,NA,NA
"Covariate_Only",26,200,"false_3",0,0.318628674866619,0.112808989191767,0.00522764573396684,TRUE,0.226401971918885,0.122947226468426,NA,NA
"VAST_Normal",26,200,"real",1,1.0005368137723,0.161504695845369,5.82501602508501e-10,TRUE,0.228676790528483,0.128633721921536,NA,0.0904624953335596
"VAST_Normal",26,200,"false_1",0,-0.194302318908541,0.170688235882508,0.254975914819813,FALSE,0.228676790528483,0.128633721921536,NA,0.0904624953335596
"VAST_Normal",26,200,"false_2",0,0.10899409569939,0.15805376397829,0.490444891569604,FALSE,0.228676790528483,0.128633721921536,NA,0.0904624953335596
"VAST_Normal",26,200,"false_3",0,0.237249390466307,0.183829701411581,0.196844722597471,FALSE,0.228676790528483,0.128633721921536,NA,0.0904624953335596
"VAST_RSR",26,200,"real",1,1.05033616778994,0.0776470063737749,0,TRUE,0.226401971918885,0.122947226468426,NA,0.0904624953335596
"VAST_RSR",26,200,"false_1",0,-0.13684758418982,0.0888777564751551,0.123626630366971,FALSE,0.226401971918885,0.122947226468426,NA,0.0904624953335596
"VAST_RSR",26,200,"false_2",0,0.197843424344421,0.0647165988757666,0.00223509175951364,TRUE,0.226401971918885,0.122947226468426,NA,0.0904624953335596
"VAST_RSR",26,200,"false_3",0,0.318628674866619,0.0906391725131081,0.000439170035728798,TRUE,0.226401971918885,0.122947226468426,NA,0.0904624953335596
"VAST_Selected",26,200,"real",1,1.01805903971132,0.0725489145626688,0,TRUE,0.238910632035277,0.147195338623463,NA,0.0885119766670353
"Covariate_Only",27,200,"real",1,1.42251080800842,0.0674333894294373,3.23640977672295e-52,TRUE,0.217661477577067,0.125781713477187,NA,NA
"Covariate_Only",27,200,"false_1",0,0.0246787170416092,0.106491244540477,0.816979788683194,FALSE,0.217661477577067,0.125781713477187,NA,NA
"Covariate_Only",27,200,"false_2",0,-0.0820621826147245,0.0832534722036139,0.325506300452546,FALSE,0.217661477577067,0.125781713477187,NA,NA
"Covariate_Only",27,200,"false_3",0,0.333927654089859,0.0932230777649409,0.000430534571664118,TRUE,0.217661477577067,0.125781713477187,NA,NA
"VAST_Normal",27,200,"real",1,1.44915382075491,0.117491198549688,0,TRUE,0.218329116719987,0.124369435637251,NA,0.0856195476129367
"VAST_Normal",27,200,"false_1",0,0.104807109356583,0.165187481038685,0.525771736841307,FALSE,0.218329116719987,0.124369435637251,NA,0.0856195476129367
"VAST_Normal",27,200,"false_2",0,-0.0983553437856071,0.136164836471022,0.470094332612982,FALSE,0.218329116719987,0.124369435637251,NA,0.0856195476129367
"VAST_Normal",27,200,"false_3",0,0.242625996902801,0.151702192353908,0.109741251730833,FALSE,0.218329116719987,0.124369435637251,NA,0.0856195476129367
"VAST_RSR",27,200,"real",1,1.42251080800842,0.0547687936186748,0,TRUE,0.217661477577067,0.125781713477187,NA,0.0856195476129367
"VAST_RSR",27,200,"false_1",0,0.0246787170416092,0.0864912329601388,0.77538979396742,FALSE,0.217661477577067,0.125781713477187,NA,0.0856195476129367
"VAST_RSR",27,200,"false_2",0,-0.0820621826147245,0.0676177228482502,0.224893081916198,FALSE,0.217661477577067,0.125781713477187,NA,0.0856195476129367
"VAST_RSR",27,200,"false_3",0,0.333927654089858,0.0757149469988956,1.03214769490156e-05,TRUE,0.217661477577067,0.125781713477187,NA,0.0856195476129367
"VAST_Selected",27,200,"real",1,1.41566433576497,0.0365475495606895,0,TRUE,0.226086024560653,0.135304540596796,NA,0.0870293483887677
"Covariate_Only",28,200,"real",1,0.90808279303225,0.0868654985935368,1.36003508688788e-20,TRUE,0.224265368719783,0.136966297655116,NA,NA
"Covariate_Only",28,200,"false_1",0,0.20799683165809,0.0774004650712471,0.00782596781861543,TRUE,0.224265368719783,0.136966297655116,NA,NA
"Covariate_Only",28,200,"false_2",0,-0.0854700600773001,0.0625510290755106,0.173385308931278,FALSE,0.224265368719783,0.136966297655116,NA,NA
"Covariate_Only",28,200,"false_3",0,0.159404909361452,0.131346388593193,0.226359891796499,FALSE,0.224265368719783,0.136966297655116,NA,NA
"VAST_Normal",28,200,"real",1,1.04812293185277,0.164784585669157,2.01014094258767e-10,TRUE,0.226780710882511,0.142880908543005,NA,0.0910218146206147
"VAST_Normal",28,200,"false_1",0,0.269564305588534,0.154661873245134,0.0813464225918366,FALSE,0.226780710882511,0.142880908543005,NA,0.0910218146206147
"VAST_Normal",28,200,"false_2",0,-0.0160699362984296,0.134191455691939,0.904678183380126,FALSE,0.226780710882511,0.142880908543005,NA,0.0910218146206147
"VAST_Normal",28,200,"false_3",0,0.0933520641889025,0.185512850646809,0.614816094382541,FALSE,0.226780710882511,0.142880908543005,NA,0.0910218146206147
"VAST_RSR",28,200,"real",1,0.90808279303225,0.0750827296933243,0,TRUE,0.224265368719783,0.136966297655116,NA,0.0910218146206147
"VAST_RSR",28,200,"false_1",0,0.20799683165809,0.0669015695664752,0.00187723125055717,TRUE,0.224265368719783,0.136966297655116,NA,0.0910218146206147
"VAST_RSR",28,200,"false_2",0,-0.0854700600773,0.0540663679384588,0.113915544027297,FALSE,0.224265368719783,0.136966297655116,NA,0.0910218146206147
"VAST_RSR",28,200,"false_3",0,0.159404909361452,0.113530061423844,0.160296023199842,FALSE,0.224265368719783,0.136966297655116,NA,0.0910218146206147
"VAST_Selected",28,200,"real",1,0.866842675418087,0.0683456765505439,0,TRUE,0.232118823443064,0.148142780551865,NA,0.0906314126864577
