"Model","Simulation","Sample_Size","Covariate","True_Effect","Estimate","SE","p_value","Significant","RMSE_data","RMSE_latent","RMSE_cv_with_gmrf","RMSE_with_gmrf"
"VAST_RSR",8,200,"false_2",0,-0.346107861477732,0.0862620574396383,6.01341272270517e-05,TRUE,0.227648937989796,0.135789851439,NA,0.075433471448755
"VAST_RSR",8,200,"false_3",0,0.304665695377562,0.0632516809495037,1.4593656827433e-06,TRUE,0.227648937989796,0.135789851439,NA,0.075433471448755
"VAST_Selected",8,200,"real",1,0.876470333648363,0.0551308273392039,0,TRUE,0.249834390653241,0.156115853333031,NA,0.0726312411900344
"Covariate_Only",9,200,"real",1,1.00662135596491,0.0762232943631232,7.30899409700926e-29,TRUE,0.236743282798182,0.158990627276483,NA,NA
"Covariate_Only",9,200,"false_1",0,0.173647950499897,0.102210732477432,0.0909288902841104,FALSE,0.236743282798182,0.158990627276483,NA,NA
"Covariate_Only",9,200,"false_2",0,-0.197188567215608,0.066288896467677,0.00330349633322016,TRUE,0.236743282798182,0.158990627276483,NA,NA
"Covariate_Only",9,200,"false_3",0,0.205297299851203,0.132874478463683,0.123956246006494,FALSE,0.236743282798182,0.158990627276483,NA,NA
"VAST_Normal",9,200,"real",1,0.962589910886027,0.159822306969269,1.71344893828973e-09,TRUE,0.243843950799833,0.175223766134087,NA,0.0837438626503739
"VAST_Normal",9,200,"false_1",0,-0.0968421308436582,0.183930564810671,0.598530698969933,FALSE,0.243843950799833,0.175223766134087,NA,0.0837438626503739
"VAST_Normal",9,200,"false_2",0,-0.0954791147651829,0.144305292111017,0.508197695666467,FALSE,0.243843950799833,0.175223766134087,NA,0.0837438626503739
"VAST_Normal",9,200,"false_3",0,0.062195513401434,0.169573836022562,0.713786550515979,FALSE,0.243843950799833,0.175223766134087,NA,0.0837438626503739
"VAST_RSR",9,200,"real",1,1.00662135596491,0.0628169562214393,0,TRUE,0.236743282798182,0.158990627276483,NA,0.0837438626503739
"VAST_RSR",9,200,"false_1",0,0.173647950499897,0.084233660602609,0.0392550702428879,TRUE,0.236743282798182,0.158990627276483,NA,0.0837438626503739
"VAST_RSR",9,200,"false_2",0,-0.197188567215608,0.0546298443562439,0.000306741364494156,TRUE,0.236743282798182,0.158990627276483,NA,0.0837438626503739
"VAST_RSR",9,200,"false_3",0,0.205297299851203,0.109504192469513,0.0608217013347266,FALSE,0.236743282798182,0.158990627276483,NA,0.0837438626503739
"VAST_Selected",9,200,"real",1,1.03649032046405,0.0545730386268196,0,TRUE,0.248646096357289,0.18465353663584,NA,0.0831204166798815
"Covariate_Only",10,200,"real",1,1.09604613753238,0.111393051798959,8.35672692575182e-19,TRUE,0.25725612846628,0.161231215229096,NA,NA
"Covariate_Only",10,200,"false_1",0,-0.714562522476548,0.0952527981206649,2.17550269247912e-12,TRUE,0.25725612846628,0.161231215229096,NA,NA
"Covariate_Only",10,200,"false_2",0,-0.426061714464094,0.107999186338223,0.00011125574922219,TRUE,0.25725612846628,0.161231215229096,NA,NA
"Covariate_Only",10,200,"false_3",0,0.0550801571952357,0.142233329402519,0.698991895543998,FALSE,0.25725612846628,0.161231215229096,NA,NA
"VAST_Normal",10,200,"real",1,0.991395097563404,0.1885588879101,1.45830239106637e-07,TRUE,0.322060615598459,0.257127739580967,NA,0.0699926862445308
"VAST_Normal",10,200,"false_1",0,0.191762065718541,0.194722018412238,0.324722769786392,FALSE,0.322060615598459,0.257127739580967,NA,0.0699926862445308
"VAST_Normal",10,200,"false_2",0,-0.188810980915502,0.1826310882008,0.301211847358002,FALSE,0.322060615598459,0.257127739580967,NA,0.0699926862445308
"VAST_Normal",10,200,"false_3",0,-0.213956060381386,0.1958587417516,0.274657388309374,FALSE,0.322060615598459,0.257127739580967,NA,0.0699926862445308
"VAST_RSR",10,200,"real",1,1.09604613753239,0.0813469171765728,0,TRUE,0.25725612846628,0.161231215229096,NA,0.0699926862445308
"VAST_RSR",10,200,"false_1",0,-0.714562522476548,0.0695601866940765,0,TRUE,0.25725612846628,0.161231215229096,NA,0.0699926862445308
"VAST_RSR",10,200,"false_2",0,-0.426061714464094,0.0788684816899392,6.58359285976573e-08,TRUE,0.25725612846628,0.161231215229096,NA,0.0699926862445308
"VAST_RSR",10,200,"false_3",0,0.0550801571952364,0.103868622681572,0.59591311296365,FALSE,0.25725612846628,0.161231215229096,NA,0.0699926862445308
"VAST_Selected",10,200,"real",1,1.06327732275122,0.0688488266311126,0,TRUE,0.306732209523131,0.234896601272061,NA,0.0669899380961248
"Covariate_Only",11,200,"real",1,0.762968721619111,0.103282882392083,4.27552522172624e-12,TRUE,0.243751571045873,0.154582884333622,NA,NA
"Covariate_Only",11,200,"false_1",0,0.41172677567157,0.144435068064621,0.00483308242245403,TRUE,0.243751571045873,0.154582884333622,NA,NA
"Covariate_Only",11,200,"false_2",0,-0.391805400834951,0.142842334513059,0.00665697972698539,TRUE,0.243751571045873,0.154582884333622,NA,NA
"Covariate_Only",11,200,"false_3",0,-0.345935969254626,0.0948929903363347,0.000342219040930252,TRUE,0.243751571045873,0.154582884333622,NA,NA
"VAST_Normal",11,200,"real",1,0.955000624572226,0.17176276975905,2.69778027695011e-08,TRUE,0.267825286295607,0.196054507207808,NA,0.0862792820266916
"VAST_Normal",11,200,"false_1",0,-0.0557566879981635,0.206236077500293,0.786888151116447,FALSE,0.267825286295607,0.196054507207808,NA,0.0862792820266916
"VAST_Normal",11,200,"false_2",0,-0.121802122068172,0.17867649205425,0.495434481602088,FALSE,0.267825286295607,0.196054507207808,NA,0.0862792820266916
"VAST_Normal",11,200,"false_3",0,-0.235567051501857,0.161598056903865,0.144913757672384,FALSE,0.267825286295607,0.196054507207808,NA,0.0862792820266916
"VAST_RSR",11,200,"real",1,0.76296872161911,0.0857099740466686,0,TRUE,0.243751571045873,0.154582884333622,NA,0.0862792820266916
"VAST_RSR",11,200,"false_1",0,0.41172677567157,0.119860383913882,0.00059243787011054,TRUE,0.243751571045873,0.154582884333622,NA,0.0862792820266916
"VAST_RSR",11,200,"false_2",0,-0.391805400834951,0.118538643580868,0.000948758677983275,TRUE,0.243751571045873,0.154582884333622,NA,0.0862792820266916
"VAST_RSR",11,200,"false_3",0,-0.345935969254625,0.0787475673661239,1.11810808941515e-05,TRUE,0.243751571045873,0.154582884333622,NA,0.0862792820266916
"VAST_Selected",11,200,"real",1,0.332022866850318,0.0600621911531931,3.23930504642078e-08,TRUE,0.268298256921725,0.187633589986263,NA,0.0840820582335657
"Covariate_Only",12,200,"real",1,0.479273413359099,0.113150218952773,3.5095325942513e-05,TRUE,0.263020928148372,0.159595975698971,NA,NA
"Covariate_Only",12,200,"false_1",0,-0.0884635184141879,0.134979085443039,0.512991146126883,FALSE,0.263020928148372,0.159595975698971,NA,NA
"Covariate_Only",12,200,"false_2",0,-0.179248402295492,0.138734941872939,0.19787912353686,FALSE,0.263020928148372,0.159595975698971,NA,NA
"Covariate_Only",12,200,"false_3",0,0.460120362957877,0.123689354530579,0.000260475082629611,TRUE,0.263020928148372,0.159595975698971,NA,NA
"VAST_Normal",12,200,"real",1,0.875917621286613,0.225224148969314,0.000100619631152488,TRUE,0.283497030168152,0.197778369995768,NA,0.0665155925668858
"VAST_Normal",12,200,"false_1",0,-0.0630837290473933,0.186437941275773,0.735089540326344,FALSE,0.283497030168152,0.197778369995768,NA,0.0665155925668858
"VAST_Normal",12,200,"false_2",0,-0.0513174857462016,0.199984347374168,0.797481775689436,FALSE,0.283497030168152,0.197778369995768,NA,0.0665155925668858
"VAST_Normal",12,200,"false_3",0,-0.178089008926428,0.220819364427587,0.419959328405288,FALSE,0.283497030168152,0.197778369995768,NA,0.0665155925668858
"VAST_RSR",12,200,"real",1,0.479273413359097,0.0868752227171231,3.45223757358681e-08,TRUE,0.263020928148372,0.159595975698971,NA,0.0665155925668858
"VAST_RSR",12,200,"false_1",0,-0.0884635184141882,0.103635134059369,0.393323620836065,FALSE,0.263020928148372,0.159595975698971,NA,0.0665155925668858
"VAST_RSR",12,200,"false_2",0,-0.179248402295489,0.106518830324927,0.0924165154824902,FALSE,0.263020928148372,0.159595975698971,NA,0.0665155925668858
"VAST_RSR",12,200,"false_3",0,0.46012036295788,0.094967029865548,1.2657741474964e-06,TRUE,0.263020928148372,0.159595975698971,NA,0.0665155925668858
"VAST_Selected",12,200,"real",1,0.738403777736733,0.05591266784519,0,TRUE,0.275093189268484,0.183158788751351,NA,0.0654957429143002
"Covariate_Only",13,200,"real",1,0.566280826912604,0.134610128505778,3.9469681173631e-05,TRUE,0.269726189713721,0.152359111824551,NA,NA
"Covariate_Only",13,200,"false_1",0,-0.636628060965501,0.0871159795213351,6.80479813899561e-12,TRUE,0.269726189713721,0.152359111824551,NA,NA
"Covariate_Only",13,200,"false_2",0,-0.536506034213471,0.170001736571677,0.00185390443213934,TRUE,0.269726189713721,0.152359111824551,NA,NA
"Covariate_Only",13,200,"false_3",0,-0.290548201928261,0.139743631367762,0.038911589679463,TRUE,0.269726189713721,0.152359111824551,NA,NA
"VAST_Normal",13,200,"real",1,1.15915320703077,0.229355022591076,4.32721549592507e-07,TRUE,0.325189217864886,0.222078995248688,NA,0.0719636868248565
"VAST_Normal",13,200,"false_1",0,-0.193637919819287,0.216278769233803,0.370617998731656,FALSE,0.325189217864886,0.222078995248688,NA,0.0719636868248565
"VAST_Normal",13,200,"false_2",0,0.358654529525656,0.240143008271361,0.135305323129825,FALSE,0.325189217864886,0.222078995248688,NA,0.0719636868248565
"VAST_Normal",13,200,"false_3",0,0.0223448680197832,0.176138077807068,0.899051244493887,FALSE,0.325189217864886,0.222078995248688,NA,0.0719636868248565
"VAST_RSR",13,200,"real",1,0.566280826912603,0.102920089881013,3.75207087621732e-08,TRUE,0.269726189713721,0.152359111824551,NA,0.0719636868248565
"VAST_RSR",13,200,"false_1",0,-0.636628060965502,0.0666070565561,0,TRUE,0.269726189713721,0.152359111824551,NA,0.0719636868248565
"VAST_RSR",13,200,"false_2",0,-0.536506034213471,0.129979773454671,3.66550385402231e-05,TRUE,0.269726189713721,0.152359111824551,NA,0.0719636868248565
"VAST_RSR",13,200,"false_3",0,-0.29054820192826,0.106845058840069,0.00654120370938338,TRUE,0.269726189713721,0.152359111824551,NA,0.0719636868248565
"VAST_Selected",13,200,"real",1,0.421235025881385,0.1024419587998,3.9235096726431e-05,TRUE,0.320492268934379,0.220313465196985,NA,0.0667176672689575
"Covariate_Only",14,200,"real",1,1.6255735155652,0.133452593327316,9.47792267384736e-26,TRUE,0.250482616258646,0.126583911318504,NA,NA
"Covariate_Only",14,200,"false_1",0,-0.393573967888405,0.141782238354012,0.00604109593381934,TRUE,0.250482616258646,0.126583911318504,NA,NA
"Covariate_Only",14,200,"false_2",0,0.173568308817992,0.079297191271055,0.029796666960769,TRUE,0.250482616258646,0.126583911318504,NA,NA
"Covariate_Only",14,200,"false_3",0,0.561170470546717,0.118024073427122,3.85475235440182e-06,TRUE,0.250482616258646,0.126583911318504,NA,NA
"VAST_Normal",14,200,"real",1,1.2537523390557,0.232640441115124,7.07610554595561e-08,TRUE,0.274395318663436,0.154026169980748,NA,0.0847961079278455
"VAST_Normal",14,200,"false_1",0,-0.187402918619034,0.232314357061555,0.419851928741856,FALSE,0.274395318663436,0.154026169980748,NA,0.0847961079278455
"VAST_Normal",14,200,"false_2",0,-0.0474432167409324,0.166199381437269,0.775292015874209,FALSE,0.274395318663436,0.154026169980748,NA,0.0847961079278455
"VAST_Normal",14,200,"false_3",0,0.280426274006006,0.201639532020332,0.164307124809093,FALSE,0.274395318663436,0.154026169980748,NA,0.0847961079278455
"VAST_RSR",14,200,"real",1,1.6255735155652,0.110342426246065,0,TRUE,0.250482616258646,0.126583911318504,NA,0.0847961079278455
"VAST_RSR",14,200,"false_1",0,-0.393573967888406,0.117229615315218,0.000787101386041877,TRUE,0.250482616258646,0.126583911318504,NA,0.0847961079278455
"VAST_RSR",14,200,"false_2",0,0.173568308817992,0.0655651888149216,0.00811461787568268,TRUE,0.250482616258646,0.126583911318504,NA,0.0847961079278455
"VAST_RSR",14,200,"false_3",0,0.561170470546717,0.0975856841196854,8.89583640084624e-09,TRUE,0.250482616258646,0.126583911318504,NA,0.0847961079278455
